21;Gymnase bois de l'étang 2;moyenne;2018;78 Yvelines;EnerCitY 78;;;85;;;6 - 8,9kWc;terrasse nue;> 25°/40°<;  > 20°;Oui;5m;;;;;4 Avenue des Noës;78320;La Verrière;https://www.google.fr/maps/@48.7592582,1.9622751,20z/data=!3m1!1e3;;;collectivité;mairie de La Verriere/CASQY;;;;
22;Gymnase bois de l'étang 3;moyenne;2018;78 Yvelines;EnerCitY 78;;;100;;;9 - 35,9kWc;terrasse nue;0° (à plat) à 10°;;Oui;10m;;;;;4 Avenue des Noës;78320;La Verrière;https://www.google.fr/maps/@48.7592582,1.9622751,20z/data=!3m1!1e3;;;collectivité;mairie de La Verriere/CASQY;;;;
23;Décheterie de La Verrière;moyenne;2018;78 Yvelines;EnerCitY 78;;;200;;;;terrasse nue;0° (à plat) à 10°;;Non;5m;;;;;Rue du Petit Pont;78320;La Verrière;https://www.google.fr/maps/@48.7571934,1.9535791,20z/data=!3m1!1e3;;;collectivité;mairie de La Verriere/CASQY;;;;
24;Green Park III;faible;2019;78 Yvelines;EnerCitY 78;MALAC-ALLAIN;LeeRoy;2,000;;;36 - 99,9kWc;terrasse gravier;0° (à plat) à 10°;;Non;10m;non;;;;rue de la liberté;78280;Guyancourt;https://www.google.fr/maps/@48.7823491,2.0489657,19z/data=!3m1!1e3;;;copropriété;;;;;
25;Habitat participatif Oasis Dionysis;forte;2019;93 Seine Saint Denis;Plaine Energie Citoyenne;;;90;;;9 - 35,9kWc;zinc;> 10°/25°<;  +/-5°;Non;;;;;;;;;;;;copropriété;;;;;
26;Ferme urbaine;moyenne;2018;93 Seine Saint Denis;Plaine Energie Citoyenne;;;120;;;9 - 35,9kWc;terrasse nue;0° (à plat) à 10°;;Oui;4m;;;;;;;;;;;;;;;;
27;Ecole Jean Jaurès 1;moyenne;2018;93 Seine Saint Denis;Plaine Energie Citoyenne;;;400;;;36 - 99,9kWc;terrasse nue;0° (à plat) à 10°;;Oui;;;;;;;;;;;;;;;;;
28;Ecole Jean Jaurès 2;faible;2018;93 Seine Saint Denis;Plaine Energie Citoyenne;;;400;;;36 - 99,9kWc;terrasse nue;0° (à plat) à 10°;;Oui;;;;;;;;;;;;;;;;;
29;Copropriété, 30 rue Etienne Dolet ;moyenne;2018;94 Val de Marne;Sud Paris Soleil;Blondel;Christine;500;70;80;36 - 99,9kWc;tuile mécanique;> 25°/40°<;180° Sud;Non;5m;Non;4 sheds, pb d'étanchéité, toiture à refaire, accès facile;;;30 rue Etienne Dolet;94230;Cachan;https://www.google.fr/maps/place/30+Rue+Etienne+Dolet,+94230+Cachan/@48.7961964,2.3367758,17z/data=!4m5!3m4!1s0x47e671155721c7ef:0x8e2240b2a962698d!8m2!3d48.7961964!4d2.3389645;;;;;Primard;Didier;dp@primard-architecte.fr;06 82 85 45 39
30;Thierry DIDIER, 105 av. Aristide Briand;forte;2018;94 Val de Marne;Sud Paris Soleil;Le Huérou;Anne;90;;12;9 - 35,9kWc;tuile mécanique;> 25°/40°<;180° Sud;;;Non;shed;;;105 av. Aristide Briand;94230;Cachan;https://www.google.fr/maps/place/105+Avenue+Aristide+Briand,+94230+Cachan/@48.79504,2.3194229,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6712192de80a7:0xb5e38505933b52d2!8m2!3d48.7950365!4d2.3216116;;;;;Didier;Thierry;thierry.didier3@free.fr;
31;Isabelle Massenet, 2 rue Cousté;forte;2018;94 Val de Marne;Sud Paris Soleil;Blondel;Christine;60;;9;6 - 8,9kWc;tuile mécanique;> 25°/40°<;  +/- 15°;Non;R+2;Oui;accès par les combles, 1 velux;;;2 rue Cousté;94230;Cachan;https://www.google.fr/maps/place/2+Rue+Coust%C3%A9,+94230+Cachan/@48.7963606,2.3375831,303m/data=!3m1!1e3!4m13!1m7!3m6!1s0x47e671155b8d2dbf:0xe7cbec305eafd6ed!2s2+Rue+Coust%C3%A9,+94230+Cachan!3b1!8m2!3d48.7963591!4d2.3385013!3m4!1s0x47e671155b8d2dbf:0xe7cbec305eafd6ed!8m2!3d48.7963591!4d2.3385013;;;;;Massenet;Isabelle;massenetmignon.old@orange.fr;01 47 40 81 55
32;Blandine Oranella, 90 bd de la Vanne;moyenne;2018;94 Val de Marne;Sud Paris Soleil;Le Huérou;Anne;32;;4;3 - 5,9kWc;tuile mécanique;> 25°/40°<;180° Sud;Non;5m au faitage;Non;;;;90 bd de la Vanne;94230;Cachan;https://www.google.fr/maps/place/90+Boulevard+de+la+Vanne,+94230+Cachan/@48.7931824,2.33885,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67140f69972e3:0x83ef3d03fe7fed6c!8m2!3d48.7931789!4d2.3410387;;;;;Oranella;Blandine;blandineorellana@gmail.com;
33;Solenne Codet, 4 villa Carnot;moyenne;2018;94 Val de Marne;Sud Paris Soleil;Blanc;Benjamin;24;;3;0 - 2,9kWc;tuile mécanique;> 25°/40°<;180° Sud;Non;7m au faitage;Non;;;;4 villa Carnot;94230;Cachan;https://www.google.fr/maps/place/4+Villa+Carnot,+94230+Cachan/@48.799104,2.3221506,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6711918a95935:0x89038246d214060!8m2!3d48.7991005!4d2.3243393;;;;;Codet;Solenne;solenne.codet@free.fr;06 72 00 21 87
35;Copropriété,7 bis rue Monge Arcueil;moyenne;2018;94 Val de Marne;Sud Paris Soleil;Blondel;Christine;100;;15;9 - 35,9kWc;terrasse nue;0° (à plat) à 10°;;;R+3;Non;;;;7bis rue Monge;94110;Arcueil;https://www.google.fr/maps/place/7+Rue+Monge,+94110+Arcueil/data=!4m2!3m1!1s0x47e6710fc6730013:0x97f2dfd59aa6457a?sa=X&ved=0ahUKEwiDgLqgmIfYAhXS26QKHaFhDGUQ8gEIJzAA;;;;;Jobard;Jean-Baptiste;jean-baptiste@associations-citoyennes.net;
36;batiment municipaux;moyenne;2019;78 Yvelines;Beija Flor;Hanau;Thierry;600;;;;bac acier;;;Oui;;;;;;;;;;;;;;;;;
38;Stade Carpentier ;aquise;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;1,000;;100;36 - 99,9kWc;bac acier;;;Oui;;;;;;14 rue Emile Levassor;75013;Paris;;;;;;;;;
39;Gymnase Max Roussié ;aquise;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;1,600;;100;36 - 99,9kWc;bac acier;;;Oui;;;;;;28 rue André Bréchet ;75017;Paris;;;;;;;;;
40;Centre Sportif Betrand Dauvin;aquise;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;2,500;;100;36 - 99,9kWc;bac acier;;;Oui;;;;;;12 rue René Binet;75018;Paris;;;;;;;;;
41;Collège Mendès France;aquise;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;1,200;;100;36 - 99,9kWc;terrasse nue;;;Oui;;;;;;30 rue Le Vau;75013;Paris;;;;;;;;;
42;Centre Sportif Louis Lumière;aquise;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;1,200;;100;36 - 99,9kWc;bac acier;;;Oui;;;;;;30 rue Louis Lumière;75020;Paris;;;;;;;;;
43;Paris Habitat Dupuy Lome;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;150;15;20;9 - 35,9kWc;terrasse nue;;;Non;;;;;;8 rue Dupuy Lome;75013;Paris;;;;;;;;;
44;Paris Habitat Colonel Dax;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;125;10;15;9 - 35,9kWc;terrasse nue;;;Non;;;;;;15 rue Lieutenant Colonel Dax;75018;Paris;;;;;;;;;
45;Paris Habitat Landouzy;faible;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;200;5;10;6 - 8,9kWc;terrasse nue;;;Non;;;;;;4 rue Dr Landouzy;75013;Paris;;;;;;;;;
46;Paris Habitat Dimey;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;270;;20;9 - 35,9kWc;terrasse nue;;;Non;;;;;;22 rue Bernard Dimey;75018;Paris;;;;;;;;;
47;Paris Habitat Neveu;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;125;;15;9 - 35,9kWc;terrasse nue;;;Non;;;;;;28 rue Ginette Neveu;75018;Paris;;;;;;;;;
48;Paris Habitat Nerval;forte;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;300;;35;9 - 35,9kWc;terrasse nue;;;Non;;;;;;2 rue Gérard Nerval;75018;Paris;;;;;;;;;
49;Paris Habitat Queneau;forte;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;300;;35;9 - 35,9kWc;terrasse nue;;;Non;;;;;;2 rue Raymond Queneau;75018;Paris;;;;;;;;;
50;Paris Habitat Chateau Rentiers;forte;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;400;;35;9 - 35,9kWc;terrasse nue;;;Non;;;;;;94 rue Chateau des Rentiers;75013;Paris;;;;;;;;;
51;Paris Habitat Champ Loup;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;200;;20;9 - 35,9kWc;terrasse nue;;;Non;;;;;;5 Pas Champ Loup;75018;Paris;;;;;;;;;
52;Arts et Métiers Paris Tech;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;2,000;;100;36 - 99,9kWc;tuile mécanique;;;Oui;;;;;;Bd de l'Hôpital;75013;Paris;;;;;;;;;
53;Ateliers Choisy RATP;moyenne;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;1,000;;100;36 - 99,9kWc;bac acier;;;Non;;;;;;21 av de laporte d'Italie;75013;Paris;;;;;;;;;
54;Centre Sportif Maryse Hilsz;forte;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;1,000;;100;36 - 99,9kWc;bac acier;;;Oui;;;;;;26 rue Maryse Hilsz;75020;Paris;;;;;;;;;
55;Caisse des Dépôts et Consignations;forte;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;800;;100;36 - 99,9kWc;terrasse nue;;;Non;;;;;;72 av Pierre Mendès-France;75013;Paris;;;;;;;;;
56;Eglise de Ménilmontant;faible;2018;75 Paris;Enercit'IF;Wintrebert;Gilles;200;;25;9 - 35,9kWc;tuile plates;;;Oui;;;;;;3 place de Ménilmontant;75020;Paris;;;;;;;;;
57;Ecole Waldeck-Rousseau;forte;2019;93 Seine Saint Denis;Electrons Solaires 93;Vial;Michel;220;;39;36 - 99,9kWc;tuile plates;> 10°/25°<;  +/- 15°;Oui;12 m;Oui;études 2018 pour réalisation 2019;;;2 avenue Waldeck-Rousseau;93260;Les Lilas;https://www.google.fr/maps/place/2+Avenue+Waldeck+Rousseau,+93260+Les+Lilas/@48.881896,2.4189642,254m/data=!3m2!1e3!4b1!4m5!3m4!1s0x47e66d0ed3cb20ab:0xfdb130eeadc72065!8m2!3d48.881896!4d2.420043;;;collectivité;Ville des Lilas;Paquis;Christophe;;06 03 00 54 72
58;Ecoles Paul Langevin/ Julie Daubié;moyenne;2019;93 Seine Saint Denis;Electrons Solaires 93;Vial;Michel;320;;58;36 - 99,9kWc;tuile mécanique;> 25°/40°<;  +/-5°;Oui;12 m;;;;;17-19 rue Paul Langevin;93260;Les Lilas;https://www.google.fr/maps/place/17+Rue+Paul+Langevin,+93260+Les+Lilas/@48.8837524,2.4209741,469m/data=!3m1!1e3!4m5!3m4!1s0x47e66d0f992363f9:0x15c7957edac9b20!8m2!3d48.8837489!4d2.4231628;;;collectivité;Ville des Lilas;Paquis;Christophe;;06 03 00 54 72
59;pavillon Montreuil;forte;2018;93 Seine Saint Denis;Electrons Solaires 93;Vial;Michel;25;;5;3 - 5,9kWc;autre (pécisions ds commentaires);> 25/40°<;> 20°;Non;6m;NON;couverture va être refaite, d'où possibilité de capteurs intégrés ; repérage Google Maps faux -> le lien indiqué est Géoportail;;;6 impasse des moulins;93100;Montreuil;https://www.geoportail.gouv.fr/carte?c=2.4615090000000004,48.86954100000003&z=20&l0=ORTHOIMAGERY.ORTHOPHOTOS::GEOPORTAIL:OGC:WMTS(1)&d1=1538405(1)&permalink=yes;;;particulier;particulier;Barbut;Marielle;marielle.barbut@orange.fr;06 26 07 00 42
60;pavillon;forte;2018;93 Seine Saint Denis;Electrons Solaires 93;Vial;Michel;46;;7;6 - 5,9kWc;zinc;0° à plat;  +/-5°;Non;8 m;?;;;;73 rue du sergent Bobillot;93100;Montreuil;https://www.geoportail.gouv.fr/carte?c=2.432709,48.852261&z=20&d0=1538405(1)&l1=ORTHOIMAGERY.ORTHOPHOTOS::GEOPORTAIL:OGC:WMTS(1)&permalink=yes;;;particulier;particulier;Belorgey;Nicolas;nicolas.belorgey@free.fr;06 21 52 21 20
